28, Private,338409, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Cuba, <=50K
18, Private,280603, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private,270886, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,306225, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private,330664, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,289353, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,24, United-States, <=50K
56, Self-emp-not-inc,323639, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
40, Private,284303, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40, United-States, >50K
25, Self-emp-not-inc,263300, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private,273241, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
18, Private,344742, 10th,6, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Federal-gov,251305, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
28, Private,269786, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private,257644, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
18, Private,322999, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, State-gov,324791, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
66, Private,314347, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private,274010, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private,321031, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
57, Federal-gov,313929, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private,394669, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1741,40, United-States, <=50K
25, State-gov,295912, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
62, Private,311495, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,282923, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
21, Private,301556, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
45, Self-emp-inc,311231, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1485,50, United-States, >50K
48, Local-gov,383384, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private,277022, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
30, Private,342709, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,251474, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, State-gov,272918, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
36, Self-emp-not-inc,347491, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
32, Private,255885, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
39, Private,356838, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
26, Local-gov,288781, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
25, Local-gov,276249, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private,392100, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,358682, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, Cuba, <=50K
47, Private,262244, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, >50K
54, Private,329733, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
27, Private,327766, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private,273514, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov,332785, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,38, United-States, <=50K
36, Self-emp-not-inc,257250, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
29, Private,250967, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,379779, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,278114, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private,394927, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
37, Private,329026, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
50, Private,338033, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
19, Private,389143, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,283806, 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
68, Private,286869, 7th-8th,4, Widowed, Sales, Not-in-family, White, Female,0,1668,40, Cuba, <=50K
37, Private,259846, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471,0,40, United-States, <=50K
63, Private,257659, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,3, United-States, <=50K
28, Private,274679, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private,252662, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc,356689, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
56, Local-gov,381965, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
27, Private,280699, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Local-gov,334039, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private,337664, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,375049, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, United-States, >50K
50, State-gov,276241, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Federal-gov,344394, Some-college,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc,351278, Bachelors,13, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
48, Private,353824, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
31, Private,387116, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,36, Jamaica, <=50K
34, Private,381153, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc,328518, Assoc-voc,11, Never-married, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, <=50K
23, Private,378546, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,316027, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Cuba, <=50K
43, Self-emp-not-inc,350387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
46, Private,325372, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov,365908, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,2105,0,40, United-States, <=50K
46, Local-gov,359193, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
35, Private,261012, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private,272944, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
64, Federal-gov,388594, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Cuba, >50K
57, Self-emp-inc,376230, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
54, Private,271160, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,350254, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
36, Private,269042, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
24, Private,267706, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
34, Private,252646, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
38, Private,292570, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private,295163, 12th,8, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,322980, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Male,2354,0,40, United-States, <=50K
24, Private,390608, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
41, Private,317539, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private,343476, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private,300783, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,42, United-States, >50K
36, Private,331395, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,349148, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,306779, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
48, Private,265192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private,350603, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
39, Private,344743, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, >50K
31, Private,309620, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,6, South, <=50K
39, Private,336880, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
53, Private,264939, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
52, Private,370552, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Private,338611, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private,279041, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private,328923, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, United-States, <=50K
54, Local-gov,286342, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, >50K
58, Private,256274, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,326379, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, State-gov,297551, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States, <=50K
27, Private,333296, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Cuba, <=50K
38, Private,318610, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, State-gov,340091, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
40, State-gov,377018, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Private,297574, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
19, Private,278220, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1602,40, United-States, <=50K
24, Private,322674, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Self-emp-inc,337778, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, >50K
44, Private,261497, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Cuba, <=50K
33, Self-emp-not-inc,361817, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
42, Federal-gov,272625, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
55, Private,254516, 9th,5, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,37, United-States, <=50K
53, Private,270546, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Federal-gov,290290, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Self-emp-inc,287037, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K
55, Self-emp-not-inc,283635, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
48, Private,345831, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Private,253354, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,287737, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40, United-States, >50K
31, Federal-gov,294870, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,252024, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, Mexico, <=50K
66, Private,350498, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1258,20, United-States, <=50K
49, Private,340755, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private,310525, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,10, United-States, <=50K
48, Private,249935, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
36, Private,273604, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Federal-gov,257124, Bachelors,13, Never-married, Transport-moving, Other-relative, White, Male,0,0,35, United-States, <=50K
26, Private,284250, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private,260938, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,279680, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
