38, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,214378, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
49, Private,195612, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
41, Local-gov,174575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,190391, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,166715, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
41, Self-emp-not-inc,142725, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
51, Private,241745, 5th-6th,3, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
61, Local-gov,248595, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private,205195, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private,148940, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private,154728, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
49, Private,166809, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private,158451, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,2, United-States, >50K
24, Private,229826, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, Private,151365, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Local-gov,214143, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
49, Local-gov,170846, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,142922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
71, Private,181301, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,233168, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States, >50K
30, Private,177304, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
25, Private,180778, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,75, United-States, <=50K
25, Private,141876, Masters,14, Never-married, Prof-specialty, Unmarried, White, Male,0,0,45, Cuba, <=50K
22, Private,228306, Some-college,10, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
40, Private,247469, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
20, Private,155775, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private,236021, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private,199480, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
53, Private,152657, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private,197372, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
33, Self-emp-not-inc,218164, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc,156606, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, <=50K
23, Private,200967, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
30, Local-gov,164493, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
48, Private,232145, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov,234143, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
55, Local-gov,176046, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2267,40, United-States, <=50K
42, Private,223548, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Mexico, <=50K
51, Private,148431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,244087, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
29, Private,157308, 11th,7, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,2829,0,14, Philippines, <=50K
40, State-gov,175304, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,208358, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,215115, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Federal-gov,207066, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
37, Federal-gov,160910, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc,241998, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private,172538, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,199864, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2057,40, United-States, <=50K
56, Private,235197, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Private,170376, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
33, Private,141841, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,36, United-States, <=50K
48, Private,207817, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Columbia, <=50K
20, Private,137974, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
64, Self-emp-inc,161325, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
45, Self-emp-not-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
20, Private,203027, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,55, United-States, <=50K
54, Self-emp-inc,223752, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, Cuba, >50K
50, Private,155574, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov,193565, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,163229, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private,204163, Some-college,10, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,55, United-States, <=50K
17, Private,177629, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private,186370, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,188307, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov,167347, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
41, Private,184378, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,211968, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
18, Private,194561, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
23, Private,140414, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,228583, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
47, Federal-gov,142581, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
26, Private,147982, 11th,7, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,200734, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Trinadad&Tobago, <=50K
19, Private,166153, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
45, Self-emp-inc,212954, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
46, Private,184632, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private,160029, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,22, United-States, <=50K
43, Private,178780, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,49, United-States, >50K
24, Private,214542, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Canada, <=50K
25, Private,144259, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
22, Private,197583, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
21, State-gov,142766, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc,185621, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
29, Private,211482, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,209535, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Federal-gov,187873, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private,174732, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
35, Private,162601, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,174394, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private,190273, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private,140571, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private,197666, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, Greece, <=50K
36, Private,245090, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,50, El-Salvador, <=50K
42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
31, Local-gov,158291, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,8614,0,40, United-States, >50K
22, Private,192455, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,218689, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
35, Self-emp-not-inc,241469, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,30, United-States, <=50K
32, Private,167990, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,14084,0,40, United-States, >50K
62, Local-gov,164518, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
51, Private,182740, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private,197130, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private,170302, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
41, Private,168293, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Private,241962, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,212888, 11th,7, Married-civ-spouse, Sales, Wife, White, Female,0,0,56, United-States, <=50K
18, Private,165532, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private,213140, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
41, Federal-gov,219155, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
33, Private,183612, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
47, Private,219632, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
51, Private,168660, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,191149, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
25, Private,191782, 11th,7, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private,204226, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Local-gov,246862, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,3325,0,40, United-States, <=50K
43, Self-emp-not-inc,144928, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private,152035, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,190023, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
43, Private,233130, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private,149637, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
62, Federal-gov,224277, Some-college,10, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc,230951, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,243773, 9th,5, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
56, Private,151474, 9th,5, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,210781, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private,226396, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
32, Private,169186, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, <=50K
56, Private,158752, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
29, Private,208406, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private,177733, 9th,5, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
54, State-gov,137815, 12th,8, Never-married, Other-service, Own-child, White, Male,4101,0,40, United-States, <=50K
36, Private,187203, Assoc-voc,11, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
42, Private,168515, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,195199, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
69, Local-gov,179813, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10, United-States, <=50K
32, Private,178623, Assoc-acdm,12, Never-married, Sales, Not-in-family, Black, Female,0,0,46, Trinadad&Tobago, <=50K
31, Private,198613, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
28, Private,209205, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
